Median Household Income,state,place,Median Gross Rent,Median Home Value (Owner Occupied)
66842.0,17,75614,727.0,149200.0
52292.0,17,75653,710.0,93900.0
58958.0,17,75718,640.0,119300.0
58750.0,17,75757,,66300.0
42292.0,17,75783,694.0,82300.0
79167.0,17,75809,746.0,68500.0
65938.0,17,75822,770.0,150300.0
54500.0,17,75848,731.0,54000.0
148750.0,17,75874,2350.0,465800.0
68295.0,17,75965,732.0,170500.0
58689.0,17,75991,717.0,150100.0
,17,76017,,86000.0
,17,76082,,
73125.0,17,76108,,144900.0
200240.0,17,76160,,369800.0
80677.0,17,76199,888.0,203500.0
79583.0,17,76225,681.0,134700.0
68019.0,17,76407,762.0,129700.0
100000.0,17,76511,,226300.0
62250.0,17,76615,477.0,82900.0
101250.0,17,76706,789.0,188100.0
71875.0,17,76771,,
,17,76875,,
65924.0,17,76935,1064.0,127000.0
37701.0,17,77005,845.0,155900.0
46429.0,17,77044,736.0,133300.0
37321.0,17,77148,575.0,61300.0
,17,77187,,
94531.0,17,77265,1101.0,170300.0
36064.0,17,77317,669.0,74900.0
63500.0,17,77395,788.0,85900.0
46250.0,17,77408,475.0,104200.0
83438.0,17,77460,1629.0,175100.0
32446.0,17,77473,811.0,46000.0
50250.0,17,77525,733.0,80300.0
50625.0,17,77551,1063.0,54100.0
41042.0,17,77642,289.0,49100.0
47857.0,17,77681,,57500.0
107938.0,17,77694,1790.0,338000.0
38750.0,17,77707,1167.0,105500.0
50833.0,17,77720,,78800.0
45750.0,17,77811,675.0,61200.0
34844.0,17,77863,659.0,82900.0
57009.0,17,77941,721.0,88400.0
85173.0,17,77993,1221.0,263100.0
64800.0,17,78123,675.0,95300.0
57193.0,17,78149,737.0,91300.0
89750.0,17,78175,925.0,241900.0
49868.0,17,78201,589.0,82000.0
109778.0,17,78227,1773.0,216400.0
106991.0,17,78370,1701.0,342900.0
63438.0,17,78383,500.0,52500.0
47367.0,17,78526,620.0,91900.0
34250.0,17,78604,669.0,
,17,78656,,39700.0
48750.0,17,78708,531.0,79500.0
34792.0,17,78721,725.0,23100.0
65114.0,17,78773,738.0,84000.0
57750.0,17,78851,637.0,86500.0
74688.0,17,78916,656.0,105500.0
89010.0,17,78929,1513.0,235200.0
56793.0,17,78942,699.0,82200.0
49000.0,17,79007,832.0,78100.0
79384.0,17,79033,934.0,188200.0
26928.0,17,79085,948.0,31000.0
44821.0,17,79124,502.0,79300.0
79107.0,17,79150,816.0,207400.0
88047.0,17,79163,778.0,174700.0
38328.0,17,79228,697.0,81500.0
63000.0,17,79241,490.0,78300.0
102750.0,17,79267,1276.0,235000.0
58844.0,17,79293,1023.0,146900.0
48125.0,17,79358,672.0,82100.0
143750.0,17,79397,3058.0,592300.0
52500.0,17,79436,706.0,90600.0
69286.0,17,79449,596.0,74600.0
72470.0,17,79618,,110700.0
43571.0,17,79683,854.0,79600.0
34583.0,17,79735,744.0,62100.0
37250.0,17,79813,703.0,88800.0
93750.0,17,79826,,85000.0
88438.0,17,80008,1297.0,95000.0
94151.0,17,80047,1587.0,257500.0
83379.0,17,80060,1227.0,254700.0
38594.0,17,80073,679.0,66500.0
99734.0,17,80125,1285.0,299800.0
196638.0,17,80242,2234.0,623400.0
,17,80255,,
55714.0,17,80281,772.0,62600.0
37328.0,17,80333,573.0,68600.0
130804.0,17,80570,,170400.0
,17,80580,,43300.0
76534.0,17,80645,1224.0,317300.0
51724.0,17,80736,943.0,89700.0
69000.0,17,80762,,37500.0
45139.0,17,80853,629.0,64600.0
70357.0,17,80879,,78900.0
51522.0,17,80931,637.0,87000.0
,17,80957,,52700.0
108737.0,17,81048,1543.0,381800.0
38250.0,17,81074,,28300.0
74331.0,17,81087,1349.0,213500.0
,17,81165,,
60156.0,17,81191,,90000.0
42540.0,17,81256,590.0,47700.0
103810.0,17,81295,,
76250.0,17,81802,525.0,87000.0
51346.0,17,81815,688.0,55000.0
89551.0,17,81854,832.0,162800.0
55125.0,17,81867,750.0,56900.0
92202.0,17,81919,1687.0,282600.0
76529.0,17,81938,,253700.0
31705.0,17,82010,713.0,48000.0
74038.0,17,82029,,127600.0
98860.0,17,82049,1335.0,301300.0
173967.0,17,82075,1464.0,710400.0
,17,82088,,
57679.0,17,82101,875.0,171700.0
56705.0,17,82218,775.0,60400.0
83750.0,17,82257,,210000.0
50833.0,17,82270,528.0,93700.0
49615.0,17,82309,573.0,82800.0
45000.0,17,82322,672.0,76200.0
131218.0,17,82400,2096.0,327600.0
85300.0,17,82491,863.0,147500.0
250001.0,17,82530,1649.0,1123700.0
58750.0,17,82543,769.0,80000.0
85536.0,17,82686,1086.0,205600.0
39318.0,17,82725,480.0,50000.0
95152.0,17,82855,786.0,206900.0
80079.0,17,82985,1550.0,247500.0
62143.0,17,83063,625.0,107400.0
50833.0,17,83102,700.0,75800.0
61500.0,17,83206,836.0,98900.0
91399.0,17,83245,1425.0,292400.0
58065.0,17,83271,810.0,91100.0
61250.0,17,83336,786.0,110900.0
77333.0,17,83349,1119.0,183000.0
70139.0,17,83505,828.0,116900.0
54071.0,17,83518,1098.0,184000.0
49950.0,17,83622,791.0,81400.0
51705.0,17,83687,583.0,83500.0
45417.0,17,83739,613.0,82800.0
42596.0,17,83765,,51700.0
54167.0,17,83817,731.0,80000.0
105129.0,17,84038,1486.0,261000.0
46447.0,17,84155,579.0,51000.0
58431.0,17,84220,1102.0,144600.0
140234.0,18,140,1475.0,348600.0
56667.0,18,640,1069.0,120400.0
62344.0,18,748,720.0,93800.0
47917.0,18,784,,55000.0
50096.0,18,802,675.0,87400.0
54271.0,18,820,772.0,98100.0
53990.0,18,910,759.0,78900.0
38750.0,18,964,,93800.0
71250.0,18,1270,,73000.0
55893.0,18,1288,1063.0,91700.0
57500.0,18,1342,,42100.0
61250.0,18,1360,863.0,90300.0
130956.0,18,1396,,404900.0
77500.0,18,1450,1086.0,125000.0
40632.0,18,1468,814.0,84600.0
45068.0,18,1612,608.0,64600.0
46616.0,18,1666,786.0,148800.0
58772.0,18,1954,853.0,128400.0
52457.0,18,2044,815.0,89000.0
54063.0,18,2116,,133300.0
48681.0,18,2458,604.0,91700.0
51827.0,18,2602,842.0,108200.0
52963.0,18,2620,596.0,97300.0
54462.0,18,2674,750.0,129500.0
37086.0,18,2782,776.0,112500.0
27008.0,18,2800,710.0,74200.0
65000.0,18,2872,655.0,132900.0
65795.0,18,2890,,119000.0
92684.0,18,2908,1329.0,239500.0
55469.0,18,3142,846.0,99900.0
93742.0,18,3394,1190.0,282500.0
64565.0,18,3610,,157300.0
69922.0,18,3664,547.0,185900.0
94375.0,18,3718,688.0,218300.0
45208.0,18,4114,732.0,105100.0
45345.0,18,4204,865.0,117100.0
60227.0,18,4888,677.0,132400.0
,18,4978,,
104063.0,18,5158,1313.0,480600.0
42692.0,18,5176,648.0,51700.0
53333.0,18,5374,569.0,87700.0
31141.0,18,5662,,34000.0
51875.0,18,5716,556.0,88800.0
60750.0,18,5788,550.0,70400.0
41995.0,18,5860,988.0,231500.0
44219.0,18,5896,,61400.0
53221.0,18,6220,620.0,107100.0
54174.0,18,6616,775.0,112200.0
60000.0,18,6634,767.0,137200.0
41563.0,18,6652,842.0,66000.0
48750.0,18,6706,748.0,58600.0
58409.0,18,6760,760.0,127700.0
46014.0,18,7174,699.0,88200.0
57795.0,18,7318,796.0,143600.0
93382.0,18,7624,731.0,204500.0
,18,7714,,
56635.0,18,7750,930.0,144200.0
45769.0,18,7966,794.0,84100.0
64750.0,18,8038,932.0,111500.0
27250.0,18,8092,,73500.0
52708.0,18,8146,756.0,99500.0
49427.0,18,8182,554.0,118300.0
93147.0,18,8416,1171.0,225700.0
51417.0,18,8470,762.0,95400.0
56875.0,18,8578,625.0,68600.0
43750.0,18,8704,690.0,47500.0
78964.0,18,8812,,83500.0
98097.0,18,8992,,123600.0
46389.0,18,9136,585.0,67000.0
42750.0,18,9226,,92800.0
62083.0,18,9244,708.0,105300.0
52083.0,18,9316,741.0,83800.0
,18,9352,,
87396.0,18,9370,1354.0,189600.0
60199.0,18,9460,,70800.0
54972.0,18,9532,728.0,83000.0
,18,9622,,
90250.0,18,9712,775.0,59100.0
41964.0,18,9874,688.0,77200.0
50455.0,18,9910,405.0,80900.0
53375.0,18,10000,725.0,80600.0
28641.0,18,10036,,
56094.0,18,10090,1075.0,135000.0
38281.0,18,10108,602.0,69500.0
52917.0,18,10198,827.0,57900.0
46250.0,18,10270,675.0,57300.0
119772.0,18,10342,1348.0,372100.0
33920.0,18,10612,745.0,81000.0
44688.0,18,10954,830.0,67500.0
54643.0,18,11044,550.0,153800.0
73611.0,18,11062,991.0,206400.0
49375.0,18,11746,500.0,80400.0
47563.0,18,11836,817.0,103800.0
62143.0,18,11944,800.0,98200.0
59189.0,18,12034,914.0,97900.0
58987.0,18,12124,773.0,142900.0
43944.0,18,12376,900.0,74500.0
86098.0,18,12412,1006.0,238700.0
39375.0,18,12574,463.0,79600.0
46835.0,18,12610,693.0,107700.0
65378.0,18,12628,1066.0,198100.0
,18,12880,,
40313.0,18,12898,549.0,74700.0
49892.0,18,12934,868.0,135700.0
46964.0,18,13276,628.0,74700.0
45625.0,18,13312,641.0,69700.0
76583.0,18,13366,1056.0,164000.0
103250.0,18,13438,1063.0,692700.0
77321.0,18,13492,874.0,125700.0
57214.0,18,13582,687.0,106300.0
39574.0,18,13780,715.0,80400.0
45795.0,18,13852,704.0,88500.0
,18,14032,,
56250.0,18,14050,1054.0,122700.0
,18,14176,,
56023.0,18,14284,867.0,94700.0
,18,14464,,
53797.0,18,14716,776.0,140500.0
72380.0,18,14734,1035.0,185300.0
40319.0,18,14932,699.0,77800.0
52847.0,18,14986,541.0,83100.0
104125.0,18,15115,,287200.0
58750.0,18,15220,,66000.0
44831.0,18,15256,888.0,99200.0
,18,15364,,241700.0
43431.0,18,15409,1086.0,37200.0
51292.0,18,15490,726.0,110900.0
39545.0,18,15634,738.0,109400.0
67689.0,18,15652,662.0,76300.0
42308.0,18,15742,688.0,111300.0
39375.0,18,15994,641.0,87100.0
48229.0,18,16084,780.0,90800.0
87500.0,18,16138,1218.0,222700.0
201250.0,18,16156,,1604200.0
34315.0,18,16300,718.0,189700.0
73079.0,18,16336,875.0,168000.0
54643.0,18,16534,610.0,81700.0
51786.0,18,16624,689.0,104600.0
49671.0,18,16642,691.0,86300.0
45915.0,18,16732,529.0,54000.0
83931.0,18,16804,972.0,193800.0
54750.0,18,16840,794.0,98800.0
100703.0,18,16858,933.0,259600.0
66875.0,18,17002,871.0,138600.0
46466.0,18,17074,679.0,101100.0
42500.0,18,17110,,32100.0
38438.0,18,17245,,93300.0
51263.0,18,17614,744.0,94900.0
65598.0,18,17722,817.0,168000.0
63125.0,18,17776,705.0,81800.0
,18,17812,,
43125.0,18,18190,824.0,114400.0
,18,18550,,
,18,18658,,
51302.0,18,18766,648.0,82000.0
,18,18784,672.0,83000.0
52813.0,18,18892,616.0,67800.0
207500.0,18,18982,,655600.0
41298.0,18,19054,700.0,61500.0
75918.0,18,19072,960.0,159400.0
49583.0,18,19162,1083.0,81700.0
54375.0,18,19180,1060.0,81900.0
90848.0,18,19270,1182.0,235700.0
60625.0,18,19450,700.0,84300.0
37807.0,18,19486,710.0,76200.0
,18,19576,,152200.0
44583.0,18,19756,808.0,79800.0
41845.0,18,20080,639.0,70100.0
51250.0,18,20152,675.0,64000.0
76212.0,18,20332,1272.0,129100.0
46205.0,18,20404,695.0,114600.0
52500.0,18,20458,738.0,53100.0
89318.0,18,20638,686.0,130000.0
58750.0,18,20674,1025.0,121900.0
55417.0,18,20692,740.0,88300.0
43868.0,18,20728,806.0,100700.0
68188.0,18,20800,668.0,166600.0
48833.0,18,20998,648.0,66300.0
46709.0,18,21070,748.0,70900.0
,18,21124,,
27161.0,18,21214,738.0,75200.0
58493.0,18,21502,806.0,80800.0
45649.0,18,22000,835.0,103300.0
34423.0,18,22396,831.0,142400.0
39665.0,18,22432,763.0,85800.0
48295.0,18,22576,617.0,97200.0
54464.0,18,22738,806.0,66500.0
39211.0,18,22792,798.0,79000.0
65929.0,18,22990,803.0,141500.0
72917.0,18,23188,1031.0,107300.0
117503.0,18,23278,1385.0,297400.0
60231.0,18,23386,832.0,113100.0
49044.0,18,23692,600.0,86800.0
,18,23728,,
68750.0,18,23854,,
63277.0,18,24250,760.0,155200.0
76455.0,18,24286,1049.0,177700.0
53978.0,18,25000,823.0,130700.0
53859.0,18,25054,,142500.0
44000.0,18,25090,682.0,77000.0
44350.0,18,25180,801.0,88400.0
39091.0,18,25198,800.0,65400.0
66016.0,18,25288,800.0,91300.0
55729.0,18,25306,944.0,78700.0
46236.0,18,25324,765.0,95100.0
63518.0,18,25450,950.0,162000.0
51680.0,18,25702,769.0,87400.0
,18,25720,,
40263.0,18,25810,,63200.0
68646.0,18,25864,,85900.0
44856.0,18,25882,1073.0,110100.0
50855.0,18,25972,742.0,70600.0
39219.0,18,26152,675.0,65800.0
87083.0,18,26206,,217400.0
49456.0,18,26242,582.0,93300.0
56386.0,18,26386,735.0,112300.0
34085.0,18,27000,848.0,70600.0
55238.0,18,27054,810.0,100900.0
49028.0,18,27072,739.0,56600.0
55750.0,18,27216,658.0,97600.0
41549.0,18,27270,636.0,96700.0
98923.0,18,27324,778.0,211800.0
,18,28062,775.0,77500.0
50690.0,18,28332,625.0,69600.0
52215.0,18,28386,893.0,141900.0
51875.0,18,28440,782.0,86700.0
54375.0,18,28494,,125800.0
44219.0,18,28692,838.0,89200.0
108252.0,18,28800,1195.0,243100.0
47091.0,18,29358,829.0,125400.0
66536.0,18,29448,535.0,147300.0
63952.0,18,29520,954.0,157300.0
41250.0,18,29592,,128000.0
,18,29682,850.0,85100.0
59174.0,18,29718,793.0,132600.0
63625.0,18,29754,706.0,80000.0
49735.0,18,29772,607.0,111100.0
115294.0,18,29844,1089.0,252000.0
71159.0,18,29898,1103.0,181700.0
51875.0,18,30024,788.0,65400.0
64265.0,18,30042,978.0,155100.0
48920.0,18,30060,803.0,67200.0
63583.0,18,30402,760.0,103400.0
59471.0,18,30594,878.0,166200.0
51000.0,18,30708,770.0,86900.0
48107.0,18,31000,914.0,107500.0
,18,31180,,131000.0
52279.0,18,31216,736.0,111500.0
28542.0,18,31396,850.0,88600.0
68598.0,18,31432,814.0,130400.0
56136.0,18,31486,831.0,105700.0
64000.0,18,32170,,197700.0
32290.0,18,32242,577.0,61600.0
64583.0,18,32332,888.0,95000.0
,18,32494,,100600.0
68036.0,18,32512,771.0,176700.0
114111.0,18,32584,,88200.0
47167.0,18,32728,684.0,59200.0
64276.0,18,32818,874.0,144300.0
,18,32854,,
67083.0,18,33142,688.0,156900.0
,18,33178,,147700.0
71799.0,18,33187,,199700.0
105662.0,18,33392,,204100.0
71246.0,18,33466,1133.0,175500.0
82747.0,18,33484,1286.0,183800.0
58333.0,18,33862,979.0,76700.0
49028.0,18,34096,,123100.0
63168.0,18,34114,1049.0,164400.0
56875.0,18,34294,675.0,98400.0
60625.0,18,34366,885.0,74400.0
84583.0,18,34420,1200.0,166300.0
54875.0,18,34744,872.0,89000.0
46117.0,18,34978,,136100.0
55313.0,18,35086,993.0,74300.0
75917.0,18,35104,,122100.0
93977.0,18,35266,1492.0,193400.0
40610.0,18,35284,682.0,101900.0
47232.0,18,35302,700.0,84100.0
40526.0,18,35500,784.0,73100.0
45625.0,18,35536,,67000.0
,18,35626,,75500.0
54321.0,18,36003,962.0,156300.0
70250.0,18,36306,678.0,165600.0
56797.0,18,36342,1149.0,113300.0
81987.0,18,37674,,420500.0
62891.0,18,37692,833.0,128600.0
35612.0,18,37764,643.0,47500.0
59053.0,18,37782,702.0,164000.0
60110.0,18,38358,932.0,157300.0
39419.0,18,38862,850.0,63900.0
38750.0,18,38916,792.0,89200.0
125799.0,18,39096,,
45000.0,18,39366,720.0,71600.0
51863.0,18,39402,603.0,103200.0
55000.0,18,39438,970.0,87100.0
,18,39510,,
51326.0,18,39546,726.0,85000.0
47083.0,18,39618,538.0,54400.0
,18,39744,720.0,103900.0
25938.0,18,39798,699.0,78200.0
39750.0,18,39816,867.0,112500.0
50172.0,18,39852,800.0,68200.0
50000.0,18,39942,832.0,74200.0
55000.0,18,40266,766.0,99500.0
55625.0,18,40302,868.0,83300.0
39603.0,18,40374,576.0,100700.0
51450.0,18,40392,788.0,96400.0
59868.0,18,40464,778.0,98200.0
65987.0,18,40518,700.0,180100.0
,18,40536,,
53750.0,18,40644,,46900.0
52917.0,18,40662,979.0,111400.0
55208.0,18,40698,771.0,101500.0
47690.0,18,40788,905.0,126100.0
48438.0,18,40842,750.0,68800.0
46165.0,18,40860,636.0,90200.0
46000.0,18,40896,811.0,49200.0
103176.0,18,41058,,229700.0
90167.0,18,41211,,190600.0
106888.0,18,41444,,221000.0
103155.0,18,41530,1917.0,238900.0
50852.0,18,41535,953.0,88700.0
50875.0,18,41562,765.0,104200.0
76845.0,18,41652,,128700.0
41739.0,18,41670,813.0,102100.0
73750.0,18,41994,,
86711.0,18,42048,953.0,178700.0
65299.0,18,42192,763.0,98900.0
66875.0,18,42228,861.0,141900.0
45277.0,18,42246,771.0,111100.0
56563.0,18,42282,950.0,72000.0
22097.0,18,42372,834.0,64500.0
64392.0,18,42426,959.0,164200.0
28902.0,18,42462,722.0,132400.0
49773.0,18,42606,413.0,76200.0
58412.0,18,42624,822.0,145100.0
89875.0,18,42678,839.0,139400.0
90625.0,18,42861,,221700.0
47083.0,18,43074,900.0,63500.0
54063.0,18,43434,822.0,96500.0
52953.0,18,43686,746.0,75800.0
56250.0,18,44082,713.0,88200.0
38179.0,18,44190,701.0,73000.0
54375.0,18,44370,1011.0,108000.0
47250.0,18,44424,,80000.0
97308.0,18,44442,1038.0,162500.0
41905.0,18,44658,683.0,68500.0
114479.0,18,44784,,480200.0
42279.0,18,44910,587.0,98100.0
41389.0,18,45000,645.0,67700.0
71463.0,18,45144,1102.0,183500.0
49808.0,18,45468,590.0,71100.0
60000.0,18,45486,765.0,102100.0
44412.0,18,45504,727.0,72100.0
95925.0,18,45648,1065.0,255900.0
73750.0,18,45774,800.0,106800.0
47917.0,18,45864,700.0,41700.0
47392.0,18,45990,713.0,149900.0
50145.0,18,46422,,91100.0
36917.0,18,46746,586.0,64400.0
37835.0,18,46908,716.0,70100.0
53125.0,18,47160,754.0,97100.0
76094.0,18,47178,889.0,118200.0
29648.0,18,47322,952.0,79100.0
145556.0,18,47340,,
52599.0,18,47448,775.0,119100.0
41053.0,18,47592,783.0,66500.0
,18,47628,,71700.0
35938.0,18,48132,543.0,51000.0
44375.0,18,48186,817.0,61900.0
46625.0,18,48240,794.0,66600.0
42917.0,18,48294,,105800.0
80000.0,18,48330,797.0,160400.0
81111.0,18,48384,1059.0,179400.0
61635.0,18,48402,743.0,88800.0
172969.0,18,48456,,554900.0
40938.0,18,48474,,51300.0
61230.0,18,48528,1135.0,151800.0
54821.0,18,48563,,
69728.0,18,48636,,85200.0
81250.0,18,48744,1021.0,373900.0
47197.0,18,48798,787.0,100300.0
54250.0,18,48816,868.0,87300.0
73813.0,18,48924,944.0,205700.0
51729.0,18,49014,773.0,79800.0
,18,49212,,
56250.0,18,49266,828.0,112500.0
44464.0,18,49320,763.0,109400.0
72232.0,18,49536,884.0,118600.0
,18,49662,,148400.0
43750.0,18,49716,453.0,90800.0
71111.0,18,49806,1103.0,58300.0
45417.0,18,49860,597.0,68200.0
48695.0,18,49932,910.0,111800.0
46434.0,18,49950,663.0,81800.0
49000.0,18,50058,838.0,55500.0
51818.0,18,50148,775.0,70800.0
62188.0,18,50202,638.0,116200.0
62917.0,18,50526,925.0,77000.0
47188.0,18,50562,736.0,92000.0
82583.0,18,50580,938.0,161000.0
34637.0,18,50616,530.0,79400.0
48654.0,18,50652,804.0,63400.0
74583.0,18,50688,675.0,194000.0
46847.0,18,50760,753.0,99800.0
60179.0,18,50778,,
44241.0,18,50796,731.0,61900.0
52604.0,18,50940,594.0,71400.0
52813.0,18,50958,730.0,89900.0
67889.0,18,50976,911.0,152300.0
39286.0,18,51102,803.0,100300.0
48906.0,18,51138,718.0,93300.0
44625.0,18,51192,864.0,112000.0
61458.0,18,51318,,83800.0
46250.0,18,51336,,75000.0
40625.0,18,51354,,
41250.0,18,51408,,70800.0
58882.0,18,51714,820.0,98200.0
53153.0,18,51732,710.0,138700.0
42303.0,18,51840,977.0,110700.0
36661.0,18,51876,756.0,78100.0
96938.0,18,51912,1155.0,242500.0
21136.0,18,52002,341.0,106700.0
61700.0,18,52020,784.0,156300.0
50972.0,18,52038,874.0,168800.0
49429.0,18,52326,852.0,139500.0
95924.0,18,52398,,85900.0
43906.0,18,52524,,64400.0
67328.0,18,52650,886.0,158600.0
61613.0,18,52704,874.0,161300.0
46112.0,18,52740,728.0,80800.0
53698.0,18,52776,1080.0,92600.0
65868.0,18,52956,,69300.0
45313.0,18,52974,840.0,139700.0
56940.0,18,52992,865.0,119300.0
62368.0,18,53262,923.0,119800.0
46563.0,18,53298,743.0,104200.0
80298.0,18,53352,1110.0,219200.0
73984.0,18,53370,722.0,144100.0
44853.0,18,53388,665.0,95800.0
50179.0,18,53478,850.0,108800.0
45000.0,18,53496,,55700.0
70536.0,18,53532,950.0,71400.0
52250.0,18,53550,946.0,93100.0
40729.0,18,53586,,162500.0
48750.0,18,53694,740.0,74400.0
,18,53712,,188500.0
67228.0,18,53820,,126900.0
76338.0,18,53874,1081.0,142300.0
89258.0,18,54180,1114.0,244900.0
,18,54612,,1300000.0
50429.0,18,54900,717.0,98500.0
54145.0,18,54918,455.0,133700.0
60745.0,18,54954,818.0,116800.0
53194.0,18,55080,800.0,150400.0
46500.0,18,55098,659.0,99000.0
51303.0,18,55116,767.0,91100.0
56290.0,18,55134,982.0,152000.0
46607.0,18,55350,,99600.0
24000.0,18,55386,694.0,
44034.0,18,55710,711.0,86300.0
,18,55800,659.0,59900.0
34792.0,18,56052,592.0,114100.0
134250.0,18,56088,878.0,372100.0
66071.0,18,56286,688.0,209800.0
50536.0,18,56664,475.0,
57813.0,18,56682,615.0,103800.0
52763.0,18,56952,768.0,71100.0
46438.0,18,57006,725.0,96300.0
54811.0,18,57024,651.0,95600.0
55919.0,18,57114,1276.0,133000.0
46821.0,18,57132,734.0,101400.0
52170.0,18,57168,732.0,138800.0
55966.0,18,57258,796.0,105000.0
42468.0,18,57384,,43000.0
34688.0,18,57510,,
52794.0,18,57528,530.0,88600.0
43487.0,18,57546,628.0,88200.0
78043.0,18,57632,,224300.0
42143.0,18,57726,684.0,109900.0
38080.0,18,57780,678.0,90300.0
46667.0,18,57870,843.0,76500.0
46250.0,18,57978,654.0,74500.0
73750.0,18,58050,,134000.0
38816.0,18,58320,623.0,81400.0
46250.0,18,58392,767.0,90000.0
,18,58644,,
76028.0,18,58662,910.0,166900.0
45431.0,18,58788,803.0,68400.0
78125.0,18,59238,721.0,77400.0
42668.0,18,59328,774.0,66600.0
48846.0,18,59364,583.0,82700.0
48017.0,18,59598,801.0,89900.0
39875.0,18,60084,831.0,97000.0
104688.0,18,60192,927.0,220000.0
68541.0,18,60246,1114.0,203700.0
39196.0,18,60264,694.0,76400.0
45159.0,18,60822,846.0,99500.0
58598.0,18,60894,,206800.0
44219.0,18,61020,792.0,65000.0
63550.0,18,61092,969.0,164600.0
79247.0,18,61164,1266.0,206000.0
42668.0,18,61236,695.0,79800.0
54773.0,18,61416,628.0,111500.0
89583.0,18,61470,,172000.0
78750.0,18,62028,1143.0,163900.0
50734.0,18,62046,718.0,101700.0
,18,62712,,
67188.0,18,62730,,68800.0
43871.0,18,62856,,74500.0
,18,63072,,
37037.0,18,63450,625.0,67200.0
64063.0,18,63756,695.0,101800.0
51372.0,18,63792,812.0,114300.0
51080.0,18,63918,783.0,90000.0
66250.0,18,64206,850.0,130200.0
41569.0,18,64260,754.0,86600.0
36042.0,18,64422,650.0,42500.0
48333.0,18,64512,835.0,83600.0
41603.0,18,64674,640.0,116200.0
,18,64728,,
58114.0,18,64980,893.0,97500.0
40278.0,18,64998,663.0,82900.0
69375.0,18,65016,709.0,132400.0
55076.0,18,65214,755.0,115900.0
80938.0,18,65358,,71500.0
41938.0,18,65484,718.0,99000.0
51964.0,18,65520,676.0,84900.0
59688.0,18,65556,1147.0,147000.0
78636.0,18,65736,,145000.0
63333.0,18,65808,753.0,199300.0
53600.0,18,65826,,137900.0
46875.0,18,65934,583.0,79200.0
36125.0,18,65988,1116.0,96300.0
74868.0,18,66006,1047.0,152100.0
56563.0,18,66150,972.0,146200.0
41509.0,18,66222,756.0,73300.0
54122.0,18,66438,757.0,96100.0
64750.0,18,66510,1048.0,69500.0
75789.0,18,66546,822.0,133700.0
43807.0,18,66762,,46100.0
54375.0,18,66834,548.0,74000.0
115230.0,18,66852,872.0,303100.0
75714.0,18,66978,869.0,231700.0
22716.0,18,67050,422.0,
58162.0,18,67176,,122700.0
59464.0,18,67212,950.0,85800.0
48472.0,18,67302,735.0,83300.0
43021.0,18,67464,670.0,107100.0
63571.0,18,67608,1407.0,141400.0
36534.0,18,67626,936.0,38400.0
59583.0,18,67698,600.0,89300.0
142569.0,18,68004,,147700.0
89318.0,18,68022,1105.0,184300.0
38958.0,18,68058,692.0,50000.0
77530.0,18,68220,1061.0,242200.0
65000.0,18,68238,917.0,108300.0
,18,68328,,177900.0
59750.0,18,68382,,77600.0
32568.0,18,68526,688.0,99900.0
52308.0,18,68652,769.0,106000.0
59130.0,18,68670,967.0,168400.0
52321.0,18,68706,636.0,85300.0
47949.0,18,68832,829.0,119800.0
75536.0,18,68868,923.0,199400.0
80625.0,18,68976,1000.0,127300.0
69167.0,18,69048,821.0,102100.0
39327.0,18,69192,651.0,62600.0
57533.0,18,69246,,102000.0
55950.0,18,69318,833.0,104100.0
,18,69336,,93800.0
54049.0,18,69354,696.0,146800.0
52159.0,18,69480,680.0,216300.0
55104.0,18,69516,760.0,79200.0
35313.0,18,69552,388.0,77300.0
158214.0,18,69642,,430700.0
40625.0,18,69678,,74200.0
49737.0,18,69768,904.0,87100.0
63125.0,18,69840,984.0,186300.0
,18,69894,,87300.0
91433.0,18,70330,985.0,207300.0
76250.0,18,70524,434.0,113900.0
57917.0,18,70542,913.0,82900.0
46002.0,18,71000,862.0,95500.0
59271.0,18,71288,1079.0,130000.0
58333.0,18,71486,1097.0,146400.0
52375.0,18,71612,643.0,93300.0
49044.0,18,71828,944.0,142800.0
34063.0,18,71972,715.0,110400.0
56528.0,18,72008,823.0,76100.0
43750.0,18,72206,,108600.0
120000.0,18,72232,,296400.0
40156.0,18,72296,1000.0,110600.0
60417.0,18,72332,475.0,76200.0
53571.0,18,72440,775.0,81900.0
34306.0,18,72638,,
58750.0,18,72764,880.0,80400.0
57917.0,18,72782,967.0,92100.0
55000.0,18,73178,1125.0,91300.0
92679.0,18,73232,711.0,103000.0
67639.0,18,73340,,111800.0
70375.0,18,73664,1318.0,51700.0
33824.0,18,74006,705.0,81900.0
41563.0,18,74060,825.0,109400.0
50972.0,18,74132,713.0,75000.0
61397.0,18,74168,734.0,142000.0
58403.0,18,74510,878.0,89000.0
69375.0,18,74546,789.0,116300.0
31458.0,18,74582,650.0,73200.0
53832.0,18,74744,868.0,114100.0
,18,74780,,
73913.0,18,75104,,137500.0
93021.0,18,75176,,215400.0
46875.0,18,75248,550.0,103800.0
,18,75284,,
36875.0,18,75302,811.0,80600.0
38750.0,18,75428,783.0,87500.0
55809.0,18,75626,819.0,126000.0
57176.0,18,75986,766.0,116300.0
68023.0,18,76022,,105200.0
56771.0,18,76184,759.0,104200.0
48500.0,18,76256,925.0,112500.0
74271.0,18,76310,797.0,163900.0
57212.0,18,76328,1004.0,141800.0
95682.0,18,76526,,247400.0
47250.0,18,76634,840.0,70900.0
