Median Household Income,state,place,Median Gross Rent,Median Home Value (Owner Occupied)
41221.0,1,26992,714.0,171800.0
52605.0,1,27088,727.0,123300.0
18068.0,1,27376,517.0,66800.0
30000.0,1,27520,457.0,56500.0
38536.0,1,27616,539.0,89300.0
46274.0,1,27640,990.0,
30250.0,1,28024,622.0,39100.0
48750.0,1,28120,,93800.0
23884.0,1,28312,575.0,65600.0
15515.0,1,28408,,34000.0
40982.0,1,28432,696.0,90000.0
35208.0,1,28504,348.0,64700.0
44880.0,1,28552,764.0,121000.0
36382.0,1,28672,319.0,80800.0
28386.0,1,28696,566.0,71000.0
30313.0,1,28768,,129200.0
47051.0,1,28816,,96900.0
31406.0,1,28936,667.0,70700.0
49432.0,1,29032,426.0,83100.0
60244.0,1,29056,814.0,163900.0
48000.0,1,29296,,93600.0
30729.0,1,29392,492.0,88600.0
26898.0,1,29464,576.0,69500.0
18694.0,1,29560,477.0,49700.0
30833.0,1,29608,355.0,110100.0
13224.0,1,29704,261.0,75000.0
35417.0,1,29944,386.0,42700.0
53279.0,1,29992,480.0,128400.0
38382.0,1,30160,,57500.0
36250.0,1,30448,,237500.0
45784.0,1,30496,571.0,89800.0
24909.0,1,30640,367.0,63100.0
21652.0,1,30736,478.0,94200.0
19091.0,1,30760,558.0,47700.0
12857.0,1,30808,1042.0,61300.0
38750.0,1,30880,500.0,93000.0
57857.0,1,31000,,143300.0
47722.0,1,31024,718.0,113500.0
44000.0,1,31096,396.0,138100.0
45260.0,1,31348,749.0,116100.0
35750.0,1,31384,733.0,75700.0
30082.0,1,31720,349.0,78100.0
26664.0,1,31912,460.0,81400.0
33947.0,1,32056,697.0,53300.0
22778.0,1,32080,353.0,113000.0
28571.0,1,32224,309.0,81500.0
,1,32248,,
45801.0,1,32272,853.0,256200.0
38094.0,1,32416,543.0,157400.0
38158.0,1,32440,343.0,92500.0
55893.0,1,32536,575.0,85600.0
29350.0,1,32560,378.0,75600.0
65673.0,1,32584,,79300.0
61667.0,1,32656,,65000.0
23191.0,1,32704,361.0,83100.0
31297.0,1,32848,420.0,83800.0
38594.0,1,32896,413.0,98800.0
30903.0,1,32968,530.0,100300.0
37768.0,1,33256,691.0,128100.0
26086.0,1,33424,479.0,79200.0
47306.0,1,33448,522.0,123000.0
67468.0,1,33472,1108.0,165200.0
120429.0,1,33544,,84700.0
31042.0,1,33640,682.0,145300.0
19346.0,1,33712,461.0,76900.0
48822.0,1,33808,727.0,114800.0
45813.0,1,33856,313.0,113000.0
33125.0,1,33904,611.0,88800.0
29821.0,1,33976,481.0,82100.0
76029.0,1,34024,941.0,179800.0
32130.0,1,34096,528.0,86400.0
55714.0,1,34480,,170800.0
130905.0,1,34490,834.0,430200.0
40156.0,1,34816,450.0,86300.0
31438.0,1,34984,,82800.0
90556.0,1,35130,,21100.0
20660.0,1,35152,469.0,63100.0
41250.0,1,35200,99.0,68100.0
54668.0,1,35392,693.0,116700.0
41779.0,1,35512,853.0,80400.0
36765.0,1,35536,,34500.0
31696.0,1,35560,551.0,111400.0
35000.0,1,35632,533.0,71000.0
28750.0,1,35704,775.0,74200.0
59663.0,1,35752,670.0,116700.0
57215.0,1,35800,853.0,296500.0
72960.0,1,35896,929.0,262000.0
31458.0,1,36088,433.0,86700.0
44747.0,1,36448,739.0,109000.0
32697.0,1,36592,614.0,78500.0
47153.0,1,37000,655.0,146800.0
25000.0,1,37096,389.0,56500.0
37125.0,1,37264,638.0,84800.0
35000.0,1,37312,513.0,92500.0
95921.0,1,37465,,366500.0
50057.0,1,37864,902.0,132600.0
31176.0,1,38032,,79500.0
32917.0,1,38152,398.0,86400.0
29602.0,1,38248,760.0,69800.0
33987.0,1,38272,490.0,140500.0
41586.0,1,38416,566.0,135400.0
40735.0,1,38608,671.0,114200.0
12273.0,1,39088,,9999.0
29531.0,1,39280,564.0,53100.0
17031.0,1,39472,493.0,45800.0
18875.0,1,39520,215.0,56800.0
48309.0,1,39784,618.0,111800.0
75350.0,1,39856,813.0,160500.0
33516.0,1,40072,640.0,78400.0
24583.0,1,40096,445.0,59000.0
36333.0,1,40648,626.0,84600.0
26319.0,1,40672,562.0,80900.0
40625.0,1,40888,,63100.0
77750.0,1,40928,1010.0,171300.0
25220.0,1,41296,521.0,74500.0
43125.0,1,41368,2001.0,90800.0
41755.0,1,41968,605.0,137800.0
50093.0,1,42016,626.0,98100.0
24091.0,1,42160,325.0,52400.0
54732.0,1,42304,,133400.0
48125.0,1,42352,,91800.0
46181.0,1,42472,563.0,123200.0
41528.0,1,42640,456.0,103400.0
41786.0,1,42808,,151800.0
36919.0,1,43120,723.0,85200.0
20145.0,1,43240,393.0,72000.0
22778.0,1,43264,420.0,89100.0
27600.0,1,43336,609.0,61300.0
9886.0,1,43384,242.0,44300.0
46250.0,1,43648,573.0,80000.0
26798.0,1,43720,482.0,108100.0
36806.0,1,43744,1048.0,115600.0
25000.0,1,43816,663.0,61300.0
55313.0,1,43888,769.0,125300.0
34637.0,1,44160,584.0,106400.0
28472.0,1,44344,605.0,95500.0
41875.0,1,44536,1225.0,58900.0
32803.0,1,44608,584.0,127200.0
40602.0,1,44728,484.0,69800.0
42813.0,1,44800,379.0,60500.0
49871.0,1,45208,,65000.0
7955.0,1,45316,,19400.0
42083.0,1,45472,546.0,92500.0
19286.0,1,45496,258.0,29700.0
16964.0,1,45640,,18800.0
85945.0,1,45784,779.0,224200.0
63378.0,1,45904,538.0,95500.0
51131.0,1,46072,1042.0,258300.0
,1,46192,,
42930.0,1,46264,634.0,84200.0
35833.0,1,46504,716.0,74800.0
43750.0,1,46600,806.0,96100.0
52111.0,1,46696,,128500.0
24142.0,1,46768,347.0,77200.0
42143.0,1,47728,675.0,99200.0
98862.0,1,47740,1037.0,273500.0
,1,47848,,
18125.0,1,48052,,1000001.0
32292.0,1,48064,,138600.0
68864.0,1,48112,772.0,159700.0
37138.0,1,48376,978.0,79700.0
29591.0,1,48400,450.0,91500.0
33004.0,1,48424,612.0,51600.0
30682.0,1,48616,528.0,44200.0
60475.0,1,48712,775.0,146400.0
27202.0,1,48784,,45000.0
23722.0,1,48808,470.0,65400.0
24286.0,1,48832,470.0,79500.0
49583.0,1,49072,289.0,93600.0
37056.0,1,50000,701.0,120600.0
31593.0,1,50192,467.0,96000.0
40417.0,1,50312,597.0,148500.0
42992.0,1,51000,761.0,118100.0
53213.0,1,51096,836.0,136100.0
67449.0,1,51216,681.0,132500.0
105625.0,1,51264,,308300.0
61188.0,1,51456,613.0,160900.0
29857.0,1,51468,,100000.0
13750.0,1,51520,528.0,40300.0
38456.0,1,51600,430.0,105500.0
43083.0,1,51648,617.0,126600.0
130721.0,1,51696,875.0,566500.0
36512.0,1,52320,,46200.0
63942.0,1,52344,833.0,170300.0
34722.0,1,52608,769.0,73100.0
46550.0,1,52680,,97900.0
40000.0,1,52776,738.0,62200.0
49444.0,1,52848,541.0,100000.0
48134.0,1,53016,615.0,125500.0
40893.0,1,53112,691.0,85000.0
,1,53208,,
41050.0,1,53232,,119800.0
33438.0,1,53256,450.0,72800.0
83281.0,1,53376,,
17036.0,1,53400,392.0,28800.0
36250.0,1,53448,725.0,101000.0
42500.0,1,53472,,72900.0
25694.0,1,53784,,53300.0
33125.0,1,53856,474.0,90100.0
38423.0,1,54168,516.0,83200.0
42857.0,1,54312,435.0,110400.0
31875.0,1,54432,375.0,72700.0
33750.0,1,54480,491.0,78700.0
30750.0,1,54582,758.0,131700.0
28750.0,1,54600,460.0,104800.0
17639.0,1,55044,294.0,66300.0
39821.0,1,55152,607.0,59400.0
49167.0,1,55200,684.0,155700.0
39792.0,1,55440,569.0,67900.0
28250.0,1,55752,545.0,85800.0
,1,55848,,112500.0
26058.0,1,55992,333.0,45400.0
53936.0,1,56400,539.0,153100.0
55769.0,1,56472,597.0,82900.0
40192.0,1,57000,547.0,123400.0
20833.0,1,57024,,52300.0
36415.0,1,57048,595.0,117000.0
26024.0,1,57120,507.0,65800.0
66656.0,1,57144,1181.0,424000.0
36667.0,1,57240,408.0,58700.0
57411.0,1,57384,,73800.0
40625.0,1,57504,663.0,114100.0
47928.0,1,57576,647.0,116500.0
41079.0,1,57648,537.0,94400.0
26000.0,1,57696,667.0,48100.0
,1,57912,,
24844.0,1,58272,825.0,46000.0
67622.0,1,58848,902.0,167000.0
43260.0,1,58896,696.0,145000.0
22000.0,1,58968,444.0,61300.0
30313.0,1,59016,,111600.0
67700.0,1,59088,748.0,228200.0
43768.0,1,59232,,59500.0
35833.0,1,59328,,91700.0
33120.0,1,59472,637.0,111300.0
24886.0,1,59496,405.0,64600.0
27000.0,1,59592,,39800.0
31589.0,1,59640,553.0,76500.0
85947.0,1,59760,640.0,251800.0
48462.0,1,59832,608.0,92500.0
53125.0,1,59880,,66900.0
25703.0,1,60240,321.0,72000.0
56000.0,1,60264,1059.0,147200.0
29583.0,1,60372,575.0,75600.0
56863.0,1,60648,785.0,136600.0
35594.0,1,60720,288.0,97200.0
66681.0,1,61008,771.0,155300.0
39750.0,1,61038,425.0,86400.0
50294.0,1,61488,889.0,169600.0
25208.0,1,61536,232.0,51000.0
46875.0,1,62075,417.0,73800.0
58979.0,1,62328,809.0,144300.0
64488.0,1,62472,1017.0,154900.0
21583.0,1,62496,613.0,65900.0
45750.0,1,62688,,78700.0
47647.0,1,62952,,19700.0
32292.0,1,63216,436.0,90500.0
40236.0,1,63288,636.0,158600.0
38772.0,1,63336,313.0,126900.0
33250.0,1,63408,539.0,98300.0
13571.0,1,63495,,74100.0
29157.0,1,63576,450.0,75500.0
73504.0,1,63730,828.0,207500.0
24875.0,1,63768,425.0,77500.0
53142.0,1,63912,1098.0,
37083.0,1,63984,753.0,108800.0
48295.0,1,64040,,86800.0
15052.0,1,64104,357.0,62100.0
51328.0,1,64152,668.0,149500.0
14567.0,1,64368,713.0,95800.0
9821.0,1,64656,844.0,41700.0
31875.0,1,64776,381.0,80000.0
59250.0,1,64920,618.0,161000.0
22833.0,1,65016,500.0,33000.0
30073.0,1,65040,566.0,67500.0
41750.0,1,65208,870.0,130600.0
43370.0,1,65412,822.0,119600.0
21548.0,1,65472,419.0,67300.0
55234.0,1,65592,403.0,68900.0
,1,65784,,
32727.0,1,66216,418.0,113900.0
33233.0,1,66408,600.0,58200.0
31213.0,1,67056,474.0,87700.0
30789.0,1,67176,433.0,68100.0
53281.0,1,67536,517.0,158500.0
72470.0,1,67584,,91200.0
43955.0,1,67608,585.0,94700.0
18768.0,1,67800,351.0,68100.0
43125.0,1,67920,669.0,100500.0
65446.0,1,68016,500.0,160600.0
48721.0,1,68160,710.0,130100.0
45714.0,1,68280,713.0,115400.0
59289.0,1,68352,967.0,145900.0
36554.0,1,68736,482.0,106500.0
23413.0,1,69000,611.0,75400.0
21860.0,1,69120,511.0,77200.0
25064.0,1,69180,558.0,39700.0
34910.0,1,69648,592.0,77800.0
35045.0,1,69672,489.0,100700.0
50556.0,1,69840,539.0,93000.0
120000.0,1,69978,2001.0,402200.0
46250.0,1,70128,817.0,76400.0
31000.0,1,70416,607.0,46700.0
50000.0,1,70536,1021.0,150000.0
17227.0,1,70632,,39500.0
32604.0,1,70704,718.0,35400.0
38542.0,1,70896,558.0,56300.0
32212.0,1,71040,497.0,79500.0
47969.0,1,71190,639.0,123000.0
71446.0,1,71201,,177100.0
36102.0,1,71280,500.0,89400.0
29850.0,1,71496,582.0,71400.0
68981.0,1,71832,821.0,151500.0
25625.0,1,71900,518.0,93800.0
65244.0,1,71976,966.0,193000.0
60536.0,1,72408,,100000.0
66667.0,1,72600,439.0,185300.0
64196.0,1,72672,,76200.0
36250.0,1,72720,,60000.0
36023.0,1,72888,558.0,74200.0
39342.0,1,73056,189.0,73300.0
30241.0,1,73080,410.0,57800.0
36036.0,1,73152,440.0,76000.0
22469.0,1,73728,401.0,70100.0
34036.0,1,73848,528.0,110900.0
38750.0,1,73872,957.0,123900.0
43547.0,1,74160,492.0,77500.0
56875.0,1,74304,620.0,100800.0
34236.0,1,74352,500.0,118200.0
34079.0,1,74400,535.0,95800.0
60938.0,1,74424,595.0,147100.0
32449.0,1,74592,519.0,85100.0
46250.0,1,74616,,86700.0
32941.0,1,74688,472.0,77700.0
28385.0,1,74976,758.0,68800.0
43603.0,1,75096,647.0,94800.0
41473.0,1,75768,565.0,120300.0
33906.0,1,75936,568.0,57500.0
28234.0,1,75960,481.0,98000.0
45179.0,1,76080,584.0,121300.0
70772.0,1,76200,,
34493.0,1,76208,407.0,110900.0
38031.0,1,76320,628.0,101500.0
19120.0,1,76584,329.0,84700.0
45781.0,1,76632,,69200.0
22250.0,1,76680,578.0,74100.0
31250.0,1,76824,625.0,88900.0
61060.0,1,76872,813.0,158800.0
27609.0,1,76920,531.0,143200.0
85179.0,1,76944,1100.0,222700.0
31874.0,1,77256,687.0,154000.0
33277.0,1,77280,500.0,83100.0
24251.0,1,77304,527.0,83200.0
19375.0,1,77352,288.0,75300.0
39774.0,1,77580,604.0,92800.0
21667.0,1,77616,,59400.0
61250.0,1,77784,817.0,96000.0
22476.0,1,77880,371.0,73200.0
15054.0,1,77904,382.0,49300.0
31875.0,1,78120,,64500.0
31501.0,1,78204,580.0,83000.0
57432.0,1,78232,724.0,116600.0
30966.0,1,78240,638.0,81300.0
55938.0,1,78264,699.0,137400.0
45625.0,1,78312,,88900.0
34236.0,1,78480,412.0,79800.0
87154.0,1,78552,956.0,318200.0
20703.0,1,78984,313.0,55000.0
50000.0,1,79008,,98500.0
23304.0,1,79032,,142000.0
14196.0,1,79272,,41000.0
25313.0,1,79344,478.0,66800.0
28462.0,1,79488,,70000.0
22031.0,1,79728,283.0,91100.0
35851.0,1,79944,613.0,78800.0
18214.0,1,80064,617.0,38800.0
44250.0,1,80256,738.0,103400.0
40791.0,1,80352,526.0,102300.0
34650.0,1,80376,616.0,66300.0
32946.0,1,80496,623.0,102700.0
48550.0,1,80736,,128800.0
34844.0,1,80928,280.0,70300.0
23269.0,1,81084,516.0,56500.0
49412.0,1,81336,621.0,86000.0
52361.0,1,81504,628.0,156600.0
42250.0,1,81528,569.0,96100.0
36585.0,1,81720,708.0,133800.0
9228.0,1,81744,,9999.0
30000.0,1,81912,718.0,48600.0
80000.0,1,82104,446.0,123000.0
34732.0,1,82176,763.0,108200.0
46979.0,1,82848,813.0,134300.0
43347.0,1,82872,833.0,107500.0
34617.0,1,82992,414.0,86200.0
48125.0,1,83400,625.0,135400.0
48750.0,1,83640,666.0,90800.0
39167.0,1,83664,467.0,73200.0
13281.0,1,83976,,28800.0
19000.0,1,84096,430.0,56300.0
75417.0,2,65,792.0,22500.0
23182.0,2,650,392.0,65700.0
39167.0,2,760,306.0,66400.0
35833.0,2,870,467.0,178100.0
34375.0,2,1090,600.0,129200.0
34375.0,2,1200,717.0,85600.0
,2,1305,,
,2,1390,,
47188.0,2,1420,888.0,171400.0
,2,1560,,
19250.0,2,1860,458.0,103100.0
55313.0,2,1970,,76700.0
43162.0,2,2080,571.0,161600.0
73004.0,2,3000,1009.0,269500.0
50610.0,2,3110,742.0,157400.0
62083.0,2,3220,675.0,107300.0
23350.0,2,3440,660.0,138300.0
59018.0,2,3550,1070.0,226100.0
14583.0,2,3880,583.0,28500.0
22500.0,2,3990,,87300.0
90000.0,2,4210,,
45536.0,2,4430,,72500.0
66042.0,2,4500,723.0,109100.0
,2,4670,,
82283.0,2,5000,1240.0,197200.0
78250.0,2,5200,1042.0,175300.0
77206.0,2,5585,865.0,195800.0
20938.0,2,5750,,179200.0
,2,6245,,
86935.0,2,6520,1141.0,220700.0
112500.0,2,6630,,
52019.0,2,6850,,164600.0
61250.0,2,7070,907.0,185000.0
17083.0,2,7620,,280000.0
29750.0,2,8740,744.0,135700.0
42500.0,2,9600,742.0,98600.0
72500.0,2,9657,1150.0,197300.0
65795.0,2,9710,1009.0,234200.0
61875.0,2,10150,925.0,164800.0
20500.0,2,11690,1023.0,88300.0
41250.0,2,11800,,60000.0
,2,12350,,
39583.0,2,12680,,123200.0
91389.0,2,12920,724.0,254900.0
46458.0,2,12970,,216700.0
31563.0,2,13230,456.0,83600.0
55375.0,2,13340,393.0,242500.0
,2,13450,,
37206.0,2,13550,708.0,105100.0
130250.0,2,13670,,187500.0
64063.0,2,13780,,98100.0
75769.0,2,13860,,
,2,13890,,
24722.0,2,14000,550.0,270000.0
13802.0,2,14110,381.0,55000.0
57083.0,2,14330,558.0,114300.0
15625.0,2,14880,,106300.0
34091.0,2,15320,,219300.0
14107.0,2,15430,,85000.0
22045.0,2,16360,,87500.0
51618.0,2,16420,846.0,165900.0
44167.0,2,16530,685.0,71700.0
,2,16630,,
72061.0,2,16750,967.0,218500.0
111343.0,2,17190,,322200.0
57679.0,2,17300,596.0,200000.0
72125.0,2,17410,623.0,172000.0
158750.0,2,17670,,
47813.0,2,17740,756.0,162100.0
32857.0,2,17850,325.0,265000.0
,2,17960,,
33750.0,2,18510,669.0,57500.0
85139.0,2,18620,941.0,178700.0
64327.0,2,18675,1168.0,205600.0
57083.0,2,18925,915.0,217400.0
74828.0,2,18950,996.0,234800.0
46250.0,2,19060,1050.0,133300.0
,2,19720,,
39643.0,2,19750,,94300.0
,2,20020,,
28750.0,2,20380,,61000.0
14375.0,2,20600,,46700.0
75385.0,2,20970,,
17350.0,2,21040,660.0,165300.0
74167.0,2,21150,,208300.0
63949.0,2,21370,1767.0,
71875.0,2,21810,620.0,205600.0
9375.0,2,22140,,
45833.0,2,22250,767.0,70000.0
55313.0,2,22910,556.0,90700.0
53807.0,2,23460,640.0,228700.0
,2,23720,,
49167.0,2,23790,,56000.0
,2,23900,,
51320.0,2,24230,1000.0,192500.0
19688.0,2,24660,,85000.0
93212.0,2,24980,1504.0,240000.0
86786.0,2,25000,908.0,231000.0
,2,25220,,
90000.0,2,25550,982.0,248100.0
,2,25880,,
88125.0,2,26100,979.0,
30500.0,2,26760,468.0,93500.0
41250.0,2,26835,,137500.0
65772.0,2,26870,676.0,194200.0
36250.0,2,26910,440.0,187500.0
53393.0,2,27090,822.0,232900.0
47111.0,2,27145,,215000.0
104375.0,2,27420,725.0,182600.0
56250.0,2,27530,994.0,129200.0
23958.0,2,27640,875.0,128100.0
,2,27700,,137500.0
88816.0,2,28200,1031.0,256800.0
67724.0,2,28590,,162500.0
49000.0,2,28740,870.0,212200.0
70893.0,2,29130,499.0,221700.0
32083.0,2,29180,550.0,58300.0
30313.0,2,29290,,201500.0
32656.0,2,30060,,76700.0
69167.0,2,30500,,265600.0
50750.0,2,30940,1057.0,216700.0
49063.0,2,31050,774.0,208800.0
,2,31270,,
53906.0,2,31710,,179500.0
78368.0,2,31765,,161100.0
93523.0,2,32150,1075.0,220100.0
,2,32310,,
,2,32550,,
25227.0,2,32810,,210400.0
25833.0,2,33030,,98800.0
52057.0,2,33140,802.0,251200.0
50511.0,2,33360,719.0,160600.0
34375.0,2,33470,382.0,69000.0
44875.0,2,33580,1027.0,230500.0
51523.0,2,33800,1006.0,159400.0
38750.0,2,33910,,80000.0
23036.0,2,34350,619.0,150000.0
42656.0,2,34460,631.0,98600.0
43625.0,2,34570,443.0,212000.0
23250.0,2,34790,,320000.0
103750.0,2,35120,775.0,262500.0
,2,35890,,
75517.0,2,36400,1084.0,291600.0
52500.0,2,36550,646.0,333300.0
39625.0,2,36770,327.0,101900.0
46458.0,2,36990,742.0,134400.0
71899.0,2,37250,683.0,187500.0
21667.0,2,37430,,115000.0
34375.0,2,37540,,337500.0
32361.0,2,37650,,150000.0
37500.0,2,37975,413.0,47100.0
49659.0,2,38090,905.0,140600.0
52701.0,2,38420,788.0,169700.0
60655.0,2,38910,,185000.0
51983.0,2,38970,915.0,210500.0
43438.0,2,39300,755.0,141100.0
50500.0,2,39410,663.0,113800.0
90417.0,2,39630,1054.0,196400.0
34792.0,2,39740,817.0,70000.0
59375.0,2,39960,917.0,111100.0
51250.0,2,40400,756.0,146400.0
43333.0,2,40510,1375.0,168800.0
71181.0,2,40645,988.0,198900.0
57273.0,2,40670,971.0,176500.0
28438.0,2,40840,933.0,121900.0
56731.0,2,40950,937.0,173000.0
53792.0,2,41210,1180.0,
30125.0,2,41280,675.0,79300.0
56563.0,2,41500,725.0,103100.0
33542.0,2,41610,661.0,114300.0
33750.0,2,41720,347.0,56000.0
66908.0,2,41830,1119.0,162500.0
25714.0,2,41940,494.0,101000.0
30417.0,2,42050,681.0,56300.0
60250.0,2,42160,,242900.0
40625.0,2,42380,620.0,108000.0
40833.0,2,42490,400.0,48300.0
,2,42805,,
,2,42820,,
82875.0,2,42832,1055.0,230100.0
37083.0,2,43040,,95000.0
69583.0,2,43260,900.0,212800.0
46607.0,2,43810,,96700.0
14583.0,2,44030,,
18750.0,2,44580,,112500.0
,2,45020,,
,2,45295,,
44250.0,2,45460,680.0,141700.0
,2,45700,,
,2,45790,,
70750.0,2,46010,758.0,96600.0
42132.0,2,46560,538.0,316700.0
29583.0,2,46780,99.0,76700.0
32500.0,2,46890,511.0,105200.0
37500.0,2,47000,520.0,97100.0
57091.0,2,47735,816.0,184900.0
34792.0,2,47990,396.0,211700.0
,2,48200,,
27917.0,2,48540,623.0,135700.0
,2,48590,,
43672.0,2,48870,615.0,104600.0
